MsgID.GLOBAL_POSITION,1520095808.7057571,-121.9939349,37.4137428,0.0780000
MsgID.LOCAL_VELOCITY,1520095808.7057571,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520095808.7127507,0.0869426,-0.0275517,-0.0786729
MsgID.LOCAL_VELOCITY,1520095808.7127507,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520095808.7137649,-121.9939335,37.4137416,0.0980000
MsgID.LOCAL_VELOCITY,1520095808.7137649,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520095808.7147539,-0.0465921,0.0921646,-0.0988473
MsgID.LOCAL_VELOCITY,1520095808.7147539,0.0000000,0.0000000,-0.0000000
MsgID.LOCAL_POSITION,1520095808.7152603,-0.0741696,0.0628176,-0.1078916
MsgID.LOCAL_VELOCITY,1520095808.7152603,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520095808.7162769,-121.9939339,37.4137413,0.1070000
MsgID.LOCAL_VELOCITY,1520095808.7162769,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520095808.7177887,-0.0612863,0.0983837,-0.1035473
MsgID.LOCAL_VELOCITY,1520095808.7177887,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520095808.7187753,-121.9939335,37.4137415,0.1030000
MsgID.LOCAL_VELOCITY,1520095808.7187753,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1520095808.7192566,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520095808.7307465,False,False
MsgID.LOCAL_POSITION,1520095808.7642522,-0.0311283,0.2659388,-0.0874829
MsgID.LOCAL_VELOCITY,1520095808.7642522,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520095808.7647538,-121.9939316,37.4137417,0.0870000
MsgID.LOCAL_VELOCITY,1520095808.7647538,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520095808.7652478,-121.9939328,37.4137409,0.0580000
MsgID.LOCAL_VELOCITY,1520095808.7652478,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520095808.7657559,-0.1222297,0.1603063,-0.0583961
MsgID.LOCAL_VELOCITY,1520095808.7657559,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520095808.7657559,-121.9939343,37.4137408,0.0340000
